& 0
! 1
? 2
* 3
% 1
3 2
O 3
# 4
4 5
[ 6
0 7
c 8
) 9
] 10
5 11
C 12
6 13
H 14
o 15
= 16
9 17
2 18
( 19
1 20
7 21
8 22
