& 0
! 1
? 2
* 3
c 4
C 5
( 6
) 7
1 8
O 9
2 10
= 11
N 12
n 13
3 14
[ 15
] 16
@ 17
H 18
F 19
- 20
4 21
S 22
l 23
/ 24
s 25
o 26
+ 27
5 28
# 29
. 30
B 31
r 32
\ 33
P 34
6 35
I 36
a 37
i 38
7 39
e 40
K 41 
8 42
L 43
A 44
Z 45
g 46 
M 47
T 48
t 49
9 50
p 51
% 52
0 53
V 54
b 55
u 56
R 57
X 58
H2O 59
d 60
G 61
Y 62
D 63
y 64
